_link,_link_main,dataApertura,dataFineRaccolta,dataFineValidita,dataGazzetta,dataInizioRaccolta,dataInizioValidita,dataIns,dataUltimoAgg,descrizione,descrizioneBreve,estremi,id,titoloLeggeCostituzionale,titolo,supportata,sostenitori,sito,logo,quesito,quorum,idDecCatIniziativa_dataFineValidita,idDecCatIniziativa_dataInizioValidita,idDecCatIniziativa_descrizione,idDecCatIniziativa_id,idDecCatIniziativa_nome,idDecStatoIniziativa_dataFineValidita,idDecStatoIniziativa_dataInizioValidita,idDecStatoIniziativa_descrizione,idDecStatoIniziativa_id,idDecStatoIniziativa_nome,idDecStatoLogo_dataFineValidita,idDecStatoLogo_dataInizioValidita,idDecStatoLogo_descrizione,idDecStatoLogo_id,idDecStatoLogo_nome,idDecTipoIniziativa_dataFineValidita,idDecTipoIniziativa_dataInizioValidita,idDecTipoIniziativa_descrizione,idDecTipoIniziativa_id,idDecTipoIniziativa_nome,dataChiusura
0.content.10,0,2025-04-11,2025-07-11,9999-12-31,2025-04-09,2025-04-11,2025-04-10,2025-04-10T20:46:01,2025-04-11,"L’attuale forma di Polizia Locale in Italia è una polizia depotenziata e priva degli strumenti professionali necessari (ad esempio non ha accesso alle banche dati di polizia del Ministero dell’Interno, tanto da non poter sapere se la persona davanti è un comune cittadino o un pericoloso ricercato; deve pagare per accedere a tante altre banche dati pubbliche).

È divisa tra centinaia di autonomi Enti Locali, generando duplicazioni di strutture e di spese pubbliche.

È legata alla Politica locale.

Tutti questi Corpi e Servizi di Polizia Locale si sommano alle Amministrazioni di polizia già esistenti: Polizia di Stato, Carabinieri, Guardia di Finanza, Polizia Penitenziaria e Guardia Costiera.

Bisogna creare soluzioni più efficienti e razionalizzare le Forze di Polizia, eliminando questa forma di Polizia Locale ormai anacronistica.

Questo singolo quesito vuole abrogare una parte dell’articolo di legge citato, nel Codice della Strada, che riconosce alla Polizia Locale, quale Polizia Municipale/Vigili Urbani e quale Polizia Provinciale/Metropolitana, la titolarità dei servizi di polizia stradale (ossia far rispettare le norme del Codice della Strada, “multare” i trasgressori e similari). È un altro passo per la cancellazione dell’attuale forma di Polizia Locale, che altrimenti continuerebbe, almeno in parte, ad esistere.

RICORDATI PERO' DI SOSTENERE E FIRMARE ANCHE GLI ALTRI 4!","È il quarto dei 5 referendum con titolo “ABOLIZIONE DELLA POLIZIA LOCALE”, che mira ad eliminare la Polizia Locale di oggi (che comprende Polizia Municipale/Vigili Urbani e Polizia Provinciale/Metropolitana). Sostieni e firma tutti i 5 referendum che si trovano su questa piattaforma!",2200004,2900004,"Decreto Legislativo 30 aprile 1992 n. 285, «Nuovo codice della strada»",ABOLIZIONE DELLA POLIZIA LOCALE (4 di 5): eliminazione della funzione di polizia stradale in capo alla Polizia Locale,false,2945,https://referendumabrogativopolizialocale.eu/,,,500000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.11,0,2025-04-11,2025-07-11,9999-12-31,2025-04-09,2025-04-11,2025-04-10,2025-04-10T20:52:08,2025-04-11,"L’attuale forma di Polizia Locale in Italia è una polizia depotenziata e priva degli strumenti professionali necessari (ad esempio non ha accesso alle banche dati di polizia del Ministero dell’Interno, tanto da non poter sapere se la persona davanti è un comune cittadino o un pericoloso ricercato; deve pagare per accedere a tante altre banche dati pubbliche).

È divisa tra centinaia di autonomi Enti Locali, generando duplicazioni di strutture e di spese pubbliche.

È legata alla Politica locale.

Tutti questi Corpi e Servizi di Polizia Locale si sommano alle Amministrazioni di polizia già esistenti: Polizia di Stato, Carabinieri, Guardia di Finanza, Polizia Penitenziaria e Guardia Costiera.

Bisogna creare soluzioni più efficienti e razionalizzare le Forze di Polizia, eliminando questa forma di Polizia Locale ormai anacronistica.

Questo singolo quesito mira a dare anche alle Forze di Polizia statali, qualora il referendum abbia esito favorevole,  la possibilità di assorbire il personale in esubero appartenente alla eventualmente abolita Polizia Locale, secondo le modalità previste dall’art. 34 bis D.Lgs. 165/2001.

RICORDATI PERO' DI SOSTENERE E FIRMARE ANCHE GLI ALTRI 4!","È il quinto dei 5 referendum con titolo “ABOLIZIONE DELLA POLIZIA LOCALE”, che mira ad eliminare la Polizia Locale di oggi (che comprende Polizia Municipale/Vigili Urbani e Polizia Provinciale/Metropolitana). Sostieni e firma tutti i 5 referendum che si trovano su questa piattaforma!",2200005,2900005,"Decreto Legislativo 30 marzo 2001 n. 165, «Norme generali sull’ordinamento del lavoro alle dipendenze delle amministrazioni pubbliche»","ABOLIZIONE DELLA POLIZIA LOCALE (5 di 5): possibilità di assegnare personale pubblico in disponibilità anche alle Pubbliche Amministrazioni disciplinate da propri ordinamenti, indicate all’art. 3 D.Lgs. 165/2001",false,2995,https://referendumabrogativopolizialocale.eu/,,,500000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.12,0,2025-01-15,2025-07-15,9999-12-31,2025-01-11,2025-01-15,2025-01-15,2025-01-15T12:10:54,2025-01-15,"La proposta punta a garantire una provvisionale economica a chi alla fine di un processo è stato assolto.
Ci sono persone che si sono viste distruggere l'esistenza: la giustizia, in qualche modo, ha sottratto loro anni di vita e non solo perche' sono state in carcere, ma a volte anche per poter sopravvivere dopo l'errore giudiziario o l'ingiusta detenzione. La proposta prevede un assegno che parta dal momento dell'assoluzione fino alla sentenza di risarcimento del danno. Perche' e' proprio in quel periodo che puo' durare sei, sette, otto, dieci anni che le persone non sanno cosa fare: alcune si rivolgono alla Caritas, altre sono costrette ad andare a rubare, altre ancora se non ci fossero le famiglie si troverebbero costrette a dormire sotto i ponti. Sono circa 1000 ogni anno le ingiuste detenzioni con costi esorbitanti a carico dello Stato

","La proposta punta a garantire una provvisionale economica a chi alla fine di un processo è stato assolto.
Ci sono persone che si sono viste distruggere l'esistenza: la giustizia, in qualche modo, ha sottratto loro anni di vita e non solo perche' sono state in carcere, ma a volte anche per poter sopravvivere dopo l'errore giudiziario o l'ingiusta detenzione. La proposta prevede un assegno che parta dal momento dell'assoluzione fino alla sentenza di risarcimento del danno. Perche' e' proprio in quel periodo che puo' durare sei, sette, otto, dieci anni che le persone non sanno cosa fare
",1500003,2000002,Proposta di legge Zuncheddu e altri su risarcimento vittime di giustizia,Proposta di legge Zuncheddu e altri su risarcimento vittime di giustizia,false,5579,,,,50000,9999-12-31,2021-08-01,VITA POLITICA,1,VITA POLITICA,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.13,0,2025-01-23,2025-07-23,9999-12-31,2025-01-11,2025-01-23,2025-01-23,2025-01-23T08:16:47,2025-01-23,"Il progetto, che si propone di diventare un modello nazionale, mira a garantire un
sostegno a 360 gradi per le famiglie, puntando su alcuni temi cardine. Tra questi
figurano il sostegno alla natalità, con incentivi mirati per le giovani coppie; l’accesso
facilitato alla casa, attraverso un fondo dedicato; la promozione di servizi educativi e
di cura per l’infanzia, per consentire una migliore conciliazione tra lavoro e vita
familiare; e la creazione di un sistema di welfare innovativo che metta al centro la
solidarietà intergenerazionale. L’introduzione della Fondazione per la Famiglia rappresenta un’innovazione concreta
e necessaria per affrontare le esigenze delle famiglie italiane, superando le inefficienze
che hanno caratterizzato gli interventi tradizionali. La gestione dei fondi da parte di un istituto di diritto privato, con
personalità giuridica e senza scopo di lucro, garantisce non solo un’efficace
complementarietà rispetto alle misure già implementate dallo Stato, ma anche la
massima trasparenza attraverso il controllo della Corte dei Conti e la
rendicontazione pubblica. Tale struttura, grazie alla capacità di investimento e
all’impiego regolamentato delle risorse, permetterà di perseguire obiettivi prioritari
quali la detassazione dei redditi per famiglie di lavoratori numerose, il sostegno
economico diretto e l’accesso agevolato al credito per la prima casa, contribuendo al
rafforzamento della coesione sociale e alla alla promozione della natalità.","La Fondazione nasce dall’urgenza di offrire risposte concrete a problematiche che da troppo tempo gravano sulle famiglie
italiane, come la denatalità, il costo della vita, l’accesso o il reinserimento al lavoro e
alla casa. Il progetto punta a creare una struttura solida che, attraverso azioni mirate e innovative, diventi un punto di riferimento per il benessere familiare, proponendo
interventi concreti come agevolazioni fiscali, sostegno economico diretto e programmi
educativi.",1500002,2100000,Istituzione della Fondazione per la Famiglia e disposizioni per il sostegno economico e fiscale alle famiglie con figli,Fondazione per la Famiglia ,false,3012,https://pensieropopolareitaliano.org/,,,50000,1999-12-31,2021-08-01,QUESTIONI SOCIALI,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,,,,,,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.14,0,2025-05-05,2025-08-05,9999-12-31,2025-04-15,2025-05-05,2025-05-05,2025-05-05T13:16:16,2025-05-05,"​​Il quesito referendario sul matrimonio egualitario propone la modifica della normativa vigente al fine di abrogare le distinzioni tra l’istituto delle unioni civili e il matrimonio civile, di fatto estendendo l'accesso al matrimonio civile anche alle coppie formate da persone dello stesso sesso. L’intervento legislativo mira a garantire pari diritti e doveri rispetto alle coppie eterosessuali, in un’ottica di piena uguaglianza e non discriminazione fondata sull’orientamento sessuale.

L’approvazione del quesito comporterebbe inoltre l’estensione alle coppie unite civilmente della possibilità di accedere all’adozione, secondo le modalità previste dall’ordinamento per le coppie coniugate. In particolare, verrebbero riconosciute la stepchild adoption (adozione del figlio del partner) e l’adozione piena, favorendo così la tutela giuridica e affettiva dei minori già inseriti in contesti familiari consolidati.

La proposta referendaria si inserisce nel più ampio obiettivo di aggiornare il quadro normativo in materia di diritti civili, garantendo la parità di trattamento tra i cittadini e il riconoscimento giuridico delle diverse forme familiari presenti nella società contemporanea.
","Il quesito referendario sul matrimonio egualitario propone di modificare la legislazione vigente al fine di abrogare le distinzioni tra l’istituto delle unioni civili e il matrimonio civile, di fatto estendendo di fatto estendendo il matrimonio civile anche a coppie di  persone dello stesso sesso, garantendo pari diritti rispetto alle coppie eterosessuali. L’obiettivo è estendere il diritto al matrimonio, eliminando ogni forma di discriminazione basata sull’orientamento sessuale.",2300000,3600000,"Legge 20 maggio 2016, n. 76",Referendum UGUALI!,false,359368,https://referendumuguali.it,,,500000,1999-12-31,2021-08-01,QUESTIONI SOCIALI,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.15,0,2025-02-08,2025-08-08,9999-12-31,2025-02-05,2025-02-08,2025-02-06,2025-02-06T17:12:01,2025-02-08,"Quasi venti anni fa la Legge 54 ha introdotto in Italia per la prima volta, ultimo tra i paesi sviluppati, il principio della bigenitorialità, cioè equilibrio e pari diritti e dignità tra i genitori nei confronti dei figli in caso di separazione. Rinnovamento epocale che, però, non si è verificato. Le risoluzioni dei tribunali hanno mantenuto la divisione dei ruoli tra padri e madri, inchiodando queste a esclusivi ruoli di cura ed educazione, impedendo loro emancipazione, libertà e realizzazione sociale nel mondo del lavoro.
Secondo statistica, più del 95% delle coppie separate con figli non ha un affido condiviso “equo”, ucciso dall’invenzione del “collocamento prevalente”.
La figura paterna, vessata nei diritti primari misconosciuti e dimenticata nella relazione con i figli, tenuta a margine e chiamata solo per l’apporto economico,è stata oggetto di sollecitazioni da parte dell’Assem-blea Europea (2019) e dalla Corte Europea per i Diritti dell’Uomo che continua a sanzionare l’Italia per inadempienze riguardo la bigenitorialità, diritto umano riconosciuto.
Un Comitato costituito dalle maggiori Associazioni italiane che si battono da tempo  per la parità genitoriale e i diritti dei figli minori, ha congiuntamente elaborato un progetto di legge che vuole sciogliere finalmente questi nodi e portare il paese da un fallimento legislativo a una maturità sociale  e civile in linea con il progresso e la modernità.
","Quasi venti anni fa la Legge 54 ha introdotto in Italia per la prima volta, ultimo tra i paesi sviluppati, il prin-cipio della bigenitorialità, cioè equilibrio e pari diritti e dignità tra i genitori nei confronti dei figli in caso di separazione. Rinnovamento epocale che, però, non si è verificato. Le risoluzioni dei tribunali hanno mantenuto la divisione dei ruoli tra padri e madri, inchiodando queste a esclusivi ruoli di cura ed educa-zione dei figli, impedendo loro emancipazione e affermazione sociale. Un fallimento che questa proposta esige di correggere.",1600000,2300000,Norme in materia di tutela del diritto dei minori alla bigenitorialità,Norme in materia di tutela del diritto dei minori alla bigenitorialità,false,6316,www.comitatogenitoriperifigli.it ,,,50000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,,,,,,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.16,0,2025-02-14,2025-08-14,9999-12-31,2025-02-13,2025-02-14,2025-02-14,2025-02-14T17:17:59,2025-02-14,"Oggi, le nuove generazioni, che rappresentano una parte significativa della popolazione italiana, sono spesso sottorappresentate sia a livello centrale che locale. La presente proposta di legge mira ad introdurre un sistema di quote generazionali che garantisca una rappresentanza equilibrata nelle istituzioni politiche, al fine di favorire un ricambio sano e sostenibile delle classi politiche e rispondere in modo più equo alle necessità di tutti i cittadini.",L’equilibrio generazionale nelle istituzioni politiche è fondamentale per garantire che tutte le fasce della popolazione abbiano una rappresentanza adeguata e che le politiche pubbliche siano orientate verso le esigenze di tutte le generazioni. ,1700000,2400001,"Legge “Guglielmo Minervini” - Quote Generazionali in Parlamento, nelle Regioni e nei Comuni","Legge “Guglielmo Minervini” - Quote Generazionali in Parlamento, nelle Regioni e nei Comuni",false,3476,,,,50000,9999-12-31,2021-08-01,VITA POLITICA,1,VITA POLITICA,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,,,,,,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.17,0,2025-05-26,2025-08-26,9999-12-31,2025-05-23,2025-05-26,2025-05-26,2025-05-26T11:18:48,2025-05-26,"Il Quesito presentato è stato redatto considerando che il Referendum in base alla Costituzione è abrogativo e non propositivo: il Quesito formulato parifica di fatto le Unioni Civili al Matrimonio, consentendo alle coppie LGBT+ il diritto, sia in Italia sia all'estero, di costruire una famiglia, adottare o vedere pienamente riconosciuti i figli di tutte le coppie LGBT+, così come già avviene per le coppie eterosessuali sposate. 
Il testo tiene conto delle più recenti sentenze della Corte Costituzionale, al fine di garantire l’ammissibilità formale e sostanziale da parte delle Magistrature Superiori.
Questa proposta si inserisce nel percorso già avviato nel 2022 dal Comitato “Sì Matrimonio Egualitario”, che aveva promosso un primo quesito poi ritirato proprio in attesa delle pronunce della Corte. Oggi, grazie a quelle decisioni, è stato possibile elaborare un nuovo quesito più solido e incisivo, capace di offrire tutele concrete, adozione compresa.
Naturalmente si tratta solo di un primo passo verso la piena parità: il Comitato è impegnato anche nella promozione di nuove proposte normative per il riconoscimento di tutti i diritti alle persone e alle famiglie LGBT+.","Il referendum ""Sì Matrimonio Egualitario"" modifica la normativa vigente abrogando le distinzioni tra Unioni Civili e Matrimonio Civile, estendendo immediatamente alle coppie LGBT+ tutti i diritti matrimoniali, inclusa l'adozione ordinaria (oggi non prevista). Questa proposta mira a garantire piena parità e tutela legale sia in Italia sia all'estero in linea con quanto già espresso dalla Corte Costituzionale. L'iniziativa, promossa dal Comitato ""Sì Matrimonio Egualitario"", è un passo significativo verso l'uguaglianza, supportato da persone attiviste e giuriste esperte nei diritti  LGBT+.",2700000,3800001,Regolamento delle Unioni civili tra persone dello stesso sesso e disciplina delle convivenze (Legge 20 Maggio 2016 n. 76),REFERENDUM “SÌ MATRIMONIO EGUALITARIO”,false,9818,https://matrimonioegualitario.it,,,500000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.18,0,2025-03-01,2025-09-01,9999-12-31,2025-02-25,2025-03-01,2025-02-26,2025-02-26T20:23:09,2025-03-01,"I principali punti della proposta includono:
-la revisione della legge sulla specificità militare con riconoscimento economico delle mansioni svolte, prevedendo un compenso adeguato per chi svolge compiti normalmente assegnati a ruoli più elevati.
-bilanciamento tra interesse pubblico e spesa, garantendo piena operatività alle Forze Armate, tutelando i disabili e la genitorialità del personale militare, con particolare attenzione ai trasferimenti d’autorità e alla rivalutazione delle indennità di trasferta.
-rivisitazione della disciplina delle attività extraprofessionali e dei vincoli di remunerazione, purché non interferiscano con il servizio alla Nazione.
-revisione del sistema di avanzamento per far sì che questo garantisca equità, trasparenza e meritocrazia nella progressione di carriera, eliminando disparità di trattamento tra categorie.
-previsione dello status di Agente di Pubblica Sicurezza ai militari in uniforme che utilizzano i mezzi pubblici per migliorare la sicurezza a bordo.
-diritto alla NASpI per i militari in Ferma temporanea che cessano il servizio senza demerito.
-parità di trattamento con le Forze di Polizia nel trattamento di fine servizio.
-equità per VFI e VFT, riconoscendo loro imparzialità circa la remunerazione degli straordinari e la 13^ mensilità e garantendogli la possibilità di stabilizzazione nel comparto Difesa o nelle industrie collegate.
",“Disposizioni per il riconoscimento della specificità militare”,1900000,2600005,“Disposizioni per il riconoscimento della specificità militare”,“Disposizioni per il riconoscimento della specificità militare”,false,3333,www.dubitoergocogito.it,,,50000,1999-12-31,2021-08-01,OCCUPAZIONE E LAVORO,12,OCCUPAZIONE E LAVORO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.19,0,2025-03-11,2025-09-11,9999-12-31,2025-03-07,2025-03-11,2025-03-11,2025-03-11T10:48:21,2025-03-11,"Si introducono elementi per il riconoscimento del diritto all’abitazione in Costituzione e per l’attuazione delle politiche pubbliche necessarie a tutelarlo, ponendolo come principio orientante per la futura produzione normativa.
Si modifica: 
-	l’art. 44 Cost, ponendo a carico della Repubblica il dovere di garantire l’accesso all’abitazione quale bene primario e mezzo necessario per assicurare alla persona l'esercizio effettivo dei diritti e una vita libera e dignitosa. Il diritto all’abitazione va dunque tutelato e promosso dalla Repubblica intera: istituzioni, ma anche persone e corpi intermedi, in una logica di sussidiarietà verticale e orizzontale.
-	l’art. 47 Cost, estendendo la tutela dei risparmiatori all’accesso non solo alla “proprietà” ma anche al “godimento” dell’abitazione, comprendendo dunque anche altre forme quali l’affitto e la gestione pubblica degli alloggi.
-	l’art. 117 Cost: rafforzando il potere dello Stato e aggiungendo tra le materie di sua competenza esclusiva la definizione delle “norme generali in materia di politiche abitative” e alla competenza concorrente Stato-Regioni quella in materia di “programmi di edilizia residenziale pubblica”.
","Si introducono elementi per il riconoscimento del diritto all’abitazione in Costituzione e per l’attuazione delle politiche pubbliche necessarie a tutelarlo, ponendolo come principio orientante per la futura produzione normativa.",2000000,2700001,"Modifiche agli articoli 44, 47 e 117 della Costituzione in materia di riconoscimento e garanzia del diritto all’abitazione.","Modifiche agli articoli 44, 47 e 117 della Costituzione in materia di
riconoscimento e garanzia del diritto all’abitazione.
",false,7958,https://www.maqualecasa.it/,,,50000,1999-12-31,2021-08-01,DIRITTO,4,DIRITTO,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Legge di iniziativa popolare (art. 71 Costituzione),4,Legge di iniziativa popolare (art. 71 Costituzione),
0.content.20,0,2025-06-16,2025-09-16,9999-12-31,2024-10-11,2025-06-16,2025-06-16,2025-06-16T17:10:28,2025-06-16,"Vietare la caccia nei fondi privati andando a toccare l'Art. 842 che attualmente prevede l'ingresso dei cacciatori nei fondi privati anche senza l'autorizzazione del legittimo proprietario del fondo. 
Per informazioni contattare il 3801531588 messaggio whatsapp
",Vietare la caccia nei fondi privati,900001,4000000,ART. 842 - PRIMO E SECONDO COMMA CODICE CIVILE,VIETIAMO LA CACCIA - ART. 842 – ,false,2128,www.rispettopertuttiglianimali.it,,,500000,1999-12-31,2021-08-01,AMBIENTE,14,AMBIENTE,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.21,0,2025-06-16,2025-09-16,9999-12-31,2024-10-11,2025-06-16,2025-06-16,2025-06-16T17:18:17,2025-06-16,"Firmando l'Art. 19 Ter si andrebbe a rendere illegale la caccia in Italia, salvando così milioni di animali, vittime innocenti che chiedono solo di vivere la loro vita serenamente senza dover vivere sempre nella paura.
Si ritornerebbe a passeggiare nei boschi, andare a funghi o raccogliere le castagne senza la paura di essere impallinati da cacciatori che sparano a tutto quello che si muove.
Per informazioni contattare il 3801531588 con messaggio whatsapp

","Rendere illegale la caccia in Italia - Art. 19 Ter - Firmando si andrebbe a rendere illegale la caccia in Italia, salvando così milioni di animali, vittime innocenti che chiedono solo di vivere la loro vita. Si potrebbe passeggiare nei boschi, andare a funghi o raccogliere castagne, senza la paura di essere impallinati da cacciatori che sparano a tutto quello che vedono.",900002,4000001,ART. 19 TER - RENDERE ILLEGALE LA CACCIA ,RENDERE ILLEGALE LA CACCIA IN ITALIA ,false,1678,www.rispettopertuttiglianimali.it,,,500000,1999-12-31,2021-08-01,AMBIENTE,14,AMBIENTE,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.22,0,2025-06-16,2025-09-16,9999-12-31,2024-10-11,2025-06-16,2025-06-16,2025-06-16T17:25:20,2025-06-16,"Firmando l'Art. 19 Ter si renderebbe illegale in Italia gli allevamenti intensivi, prima fonte di inquinamento dell'ambiente, prima fonte di consumo di acqua, primi per maltrattamento di animali.
Animali che vivono in ambienti malsani, con luce sempre accesa perchè possano continuare a mangiare; pulcini maschi triturati perchè non utili all'allevamento, vitellini portati via alle madri perchè non possano essere allattati, così per i maialini.
Tornare all'allevamento dei nostri nonni sarebbe veramente la cosa migliore e ne guadagnerebbe la nostra salute e l'ambiente, si salverebbero tantissimi animali.
Per informazioni contattare il 3801531588 con messaggio whatsapp.
","Rendere illegale in Italia gli allevamenti intensivi. Gli allevamenti intensivi, prima fonte di inquinamento dell'ambiente, prima fonte di consumo di acqua, primi per maltrattamento di animali.",900003,4000002,ART. 19 TER - RENDERE ILLEGALE GLI ALLEVAMENTI INTENSIVI,RENDERE ILLEGALE IN ITALIA GLI ALLEVAMENTI INTENSIVI - ART.19 TER,false,1364,www.rispettopertuttiglianimali.it,,,500000,1999-12-31,2021-08-01,AMBIENTE,14,AMBIENTE,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
0.content.23,0,2025-06-18,2025-09-18,9999-12-31,2025-03-25,2025-06-18,2025-06-18,2025-06-18T18:09:06,2025-06-18,"Con il quesito referendario si chiede che gli “oneri generali di sistema” siano esclusi dalla bolletta dei consumatori. Nel corso di tutti questi anni i consumatori per questi oneri, hanno versato piu’ di 167 miliardi di € oltre ad IVA. Pronunciamenti  del Consiglio di Stato, della Corte di Cassazione, della Corte dei conti, dell’Unione Europea, del Parlamento hanno invece chiaramente confermato che tali oneri, che mediamente incrementano del 25% la spesa per l’acquisto dell’energia elettrica, non possano essere inseriti tra i costi effettivi del servizio elettrico prestato ai consumatori. Tali oneri quindi, a tutela del tenore di vita dell’intero quadro sociale del Paese e  dei posti di lavoro, dovranno essere raccolti al di fuori della bolletta cessando di pesare direttamente su famiglie e imprese. Non si chiede l’abrogazione degli impegni di spesa ma si chiede lo spostamento della loro riscossione dal consumatore al contribuente, sottoponendo la gestione dei  ricavi alla Legge finarziaria dello Stato . Rispondendo “sì” al quesito referendario il cittadino esprime la propria volontà a che gli oneri generali di sistema siano posti in capo al “contribuente” perché sul “consumatore”, come  previsto dalle leggi  del Parlamento e dell’Unione Europea, deve pesare unicamente l’obbligo di remunerazione dei costi effettivi che comprendono la produzione, il trasporto e  distribuzione dell’energia elettrica.
","Si chiede di abrogare il disposto che autorizza ARERA a definire i corrispettivi accessori al consumo dell’energia elettrica inserendoli nelle bollette dei consumatori, ma non l’abolizione di tali corrispettivi, conseguentemente  quindi saranno  Parlamento e Governo a stabilire il trasferimento degli oneri generali di sistema alla fiscalita’ generale definendone l’entita’ economica e i capitoli di spesa di competenza ai sensi dei principi di progressività e di capacità contributiva art 53 comma 2 e comma 1 Cost.  ",2100003,4000006,decreto legislativo 16 marzo 1999 n.79 art 3 comma 11,"Volete Voi che sia abrogato il decreto Legislativo  16 Marzo 1999 n. 79 ( attuazione della direttiva  96/92/CE recante   norme comuni per il mercato interno dell’energia elettrica) nel testo risultante  dalle modificazioni e integrazioni limitatamente alla seguente parte: articolo 3 comma 11, limitatamente alle parole “ l’autorità per l’energia elettrica e il gas provvede al conseguente adeguamento del corrispettivo di cui al comma 10”
",false,225,https:www.aept.eu,,,500000,1999-12-31,2021-08-01,ENERGIA,18,ENERGIA,9999-12-31,2021-08-01,IN RACCOLTA FIRME,2,IN RACCOLTA FIRME,9999-12-31,2021-09-22,VERIFICATO,1,VERIFICATO,9999-12-31,2021-08-01,Referendum  abrogativo (art. 75 Costituzione) ,1,Referendum  abrogativo (art. 75 Costituzione),
